iter,s,exp(mu),error
1,1.6681320373944057,364.55012471263404,0.09341118776677663
2,1.6681320373944057,364.55012471263404,0.08950223460897502
3,1.6681320373944057,364.55012471263404,0.09938214125284285
4,0.21256159145950626,682.4823900613333,0.043099999999999916
5,0.21256159145950626,682.4823900613333,0.0401999999999999
6,0.21256159145950626,682.4823900613333,0.03959999999999997
7,0.21256159145950626,682.4823900613333,0.041999999999999926
8,0.21256159145950626,682.4823900613333,0.0343
9,0.21256159145950626,682.4823900613333,0.045599999999999974
10,1.1030756951912952,371.75817346711796,0.005853204250664768
11,1.1030756951912952,371.75817346711796,0.006800735254367722
12,1.1030756951912952,371.75817346711796,0.006673829485385473
13,0.9778718125708963,402.3985908756311,0.007615773105863872
14,0.9778718125708963,402.3985908756311,0.006016643582596472
15,0.71871853261114,495.2798542926531,0.0045000000000000595
16,0.71871853261114,495.2798542926531,0.0030999999999999917
17,0.71871853261114,495.2798542926531,0.00039999999999995595
18,0.71871853261114,495.2798542926531,0.008400000000000074
19,0.71871853261114,495.2798542926531,0.0047000000000000375
20,0.71871853261114,495.2798542926531,0.008000000000000007
21,0.71871853261114,495.2798542926531,0.010500000000000065
22,0.7923257240293307,470.10729327387946,0.0032999999999999696
23,0.6486344366358008,519.3094943136358,0.0030999999999999917
24,0.6486344366358008,519.3094943136358,0.007400000000000073
25,0.6486344366358008,519.3094943136358,0.005400000000000071
26,0.6486344366358008,519.3094943136358,0.011400000000000077
27,0.6486344366358008,519.3094943136358,0.011200000000000099
28,0.6486344366358008,519.3094943136358,0.00019999999999997797
29,0.6486344366358008,519.3094943136358,0.0045000000000000595
30,0.6486344366358008,519.3094943136358,0.0044000000000000705
31,0.6486344366358008,519.3094943136358,0.006300000000000083
32,0.6486344366358008,519.3094943136358,0.008900000000000019
33,0.6486344366358008,519.3094943136358,0.012700000000000045
34,0.6486344366358008,519.3094943136358,0.008900000000000019
35,0.6486344366358008,519.3094943136358,0.0010999999999999899
36,0.6486344366358008,519.3094943136358,0.010099999999999998
37,0.6486344366358008,519.3094943136358,0.008200000000000096
38,0.6486344366358008,519.3094943136358,0.0030999999999999917
39,0.6486344366358008,519.3094943136358,0.008600000000000052
40,0.6486344366358008,519.3094943136358,0.0039000000000000146
41,0.6486344366358008,519.3094943136358,0.0023000000000000798
42,0.6486344366358008,519.3094943136358,0.006099999999999994
43,0.6486344366358008,519.3094943136358,0.0047000000000000375
44,0.6486344366358008,519.3094943136358,0.008600000000000052
45,0.6486344366358008,519.3094943136358,0.005700000000000038
46,0.6486344366358008,519.3094943136358,0.0020999999999999908
47,0.6486344366358008,519.3094943136358,0.009400000000000075
48,0.6486344366358008,519.3094943136358,0.0032999999999999696
49,0.6486344366358008,519.3094943136358,0.0045000000000000595
50,0.6486344366358008,519.3094943136358,0.0016000000000000458
